subject,condition,block,group,item,word,phoneme,accuracy,raw_rt,means,adjusted_rt,new_rt,new_rt_3_5
16,target2,block2,16,77,bottle,o,0,1831,1358,473,1831,1831
11,target2,block4,28,138,sacks,no,1,1880,1407.5,472.5,1880,1880
15,target2,block1,2,7,faster,no,1,1729,1257,472,1729,1729
21,target1,block3,20,99,worth,th,0,1713,1241.625,471.375,1713,1713
7,target2,block1,2,7,faster,no,1,1774,1303.666667,470.3333333,1774,1774
13,target1,block2,15,74,sigh,s,0,1884,1414,470,1884,1884
37,target1,block1,5,22,seem,s,1,2224,1755.25,468.75,2224,2224
33,target2,block1,4,18,mop,o,1,1771,1303,468,1771,1771
31,target2,block1,5,24,block,o,1,2071,1603.875,467.125,2071,2071
20,target2,block1,4,17,bod,o,1,1851,1385.857143,465.1428571,1851,1851
31,target1,block1,5,22,seem,s,1,2069,1603.875,465.125,2069,2069
14,filler,block2,11,55,tense,tense,1,1838,1373.5,464.5,1838,1838
7,filler,block2,13,65,cheek,cheek,1,1768,1303.666667,464.3333333,1768,1768
32,target2,block4,32,158,lock,o,1,1470,1005.875,464.125,1470,1470
28,target2,block4,26,128,hot,o,1,2162,1698.428571,463.5714286,2162,2162
20,target1,block4,31,151,face,s,1,1693,1229.75,463.25,1693,1693
10,filler,block2,14,70,fool,fool,1,1858,1394.875,463.125,1858,1858
32,filler,block4,25,125,beat,beat,1,1469,1005.875,463.125,1469,1469
10,filler,block2,13,65,cheek,cheek,1,1857,1394.875,462.125,1857,1857
29,filler,block3,20,100,eyes,eyes,1,1769,1307.142857,461.8571429,1769,1769
24,target2,block3,20,98,map,no,0,1893,1431.25,461.75,1893,1893
1,target1,block2,10,46,growth,th,0,1671,1209.875,461.125,1671,1671
8,target2,block4,29,141,rack,no,1,1398,937.875,460.125,1398,1398
4,target1,block1,4,19,myth,th,1,1649,1189.875,459.125,1649,1649
29,target1,block3,19,91,thought,th,1,1766,1307.142857,458.8571429,1766,1766
28,target2,block3,20,97,foster,o,1,2131,1672.285714,458.7142857,2131,2131
14,target2,block1,3,13,pat,no,1,1832,1373.5,458.5,1832,1832
8,target2,block1,2,9,band,no,1,1607,1149.25,457.75,1607,1607
14,filler,block1,3,15,tick,tick,1,1831,1373.5,457.5,1831,1831
7,filler,block1,2,10,leak,leak,1,1761,1303.666667,457.3333333,1761,1761
19,target1,block2,10,46,growth,th,0,1982,1524.75,457.25,1982,1982
4,target2,block3,23,112,cop,o,1,1465,1008.5,456.5,1465,1465
1,target1,block1,3,14,sigh,s,0,1666,1209.875,456.125,1666,1666
36,target2,block2,12,56,battle,no,0,2147,1691.25,455.75,2147,2147
37,target1,block4,29,144,mass,s,0,1867,1411.333333,455.6666667,1867,1867
2,target1,block1,7,31,sought,s,1,1703,1247.375,455.625,1703,1703
8,target1,block1,3,14,sigh,s,0,1603,1149.25,453.75,1603,1603
23,target1,block4,30,148,sing,s,0,1535,1082,453,1535,1535
9,target1,block2,16,79,theme,th,1,1822,1371.375,450.625,1822,1822
25,target1,block4,29,142,force,s,1,1509,1058.875,450.125,1509,1509
31,target2,block2,11,52,bad,no,1,2053,1603.875,449.125,2053,2053
31,target1,block2,12,59,thought,th,1,2052,1603.875,448.125,2052,2052
36,target1,block1,4,16,growth,th,0,2139,1691.25,447.75,2139,2139
9,target2,block4,28,138,sacks,no,1,1786,1338.375,447.625,1786,1786
7,target1,block2,10,49,worth,th,1,1750,1303.666667,446.3333333,1750,1750
30,target2,block4,29,143,stamp,no,1,1863,1417.125,445.875,1863,1863
26,target2,block4,26,127,rock,o,1,1590,1144.25,445.75,1590,1590
9,target1,block4,32,159,some,s,1,1784,1338.375,445.625,1784,1784
5,filler,block3,22,110,tide,tide,1,1495,1049.875,445.125,1495,1495
4,target1,block4,26,129,forth,th,1,1532,1087.25,444.75,1532,1532
6,target2,block3,17,81,bod,o,1,1230,785.375,444.625,1230,1230
4,target1,block3,19,91,thought,th,1,1453,1008.5,444.5,1453,1453
29,target2,block3,17,81,bod,o,1,1751,1307.142857,443.8571429,1751,1751
33,filler,block1,4,20,core,core,1,1746,1303,443,1746,1746
24,target2,block4,28,138,sacks,no,1,1952,1509.875,442.125,1952,1952
15,filler,block1,1,5,fell,fell,1,1699,1257,442,1699,1699
28,filler,block1,2,10,leak,leak,1,2256,1814.25,441.75,2256,2256
2,target2,block4,30,149,hat,no,1,1532,1091.25,440.75,1532,1532
16,target2,block3,22,106,mop,o,0,1522,1081.625,440.375,1522,1522
3,target1,block2,15,74,sigh,s,0,1646,1206.5,439.5,1646,1646
22,target1,block1,2,8,worth,th,1,1617,1177.875,439.125,1617,1617
12,target2,block1,2,7,foster,o,0,2157,1718.125,438.875,2157,2157
22,target1,block1,3,14,sigh,s,0,1616,1177.875,438.125,1616,1616
10,target1,block2,16,76,myth,th,1,1833,1394.875,438.125,1833,1833
12,target2,block1,3,13,pat,no,1,2156,1718.125,437.875,2156,2156
16,target1,block1,1,4,sink,s,0,1794,1358,436,1794,1794
29,target2,block1,3,13,pat,no,1,1926,1491.5,434.5,1926,1926
16,filler,block3,22,110,tide,tide,1,1516,1081.625,434.375,1516,1516
36,target2,block1,1,3,battle,no,0,2125,1691.25,433.75,2125,2125
36,target2,block3,17,81,bod,o,1,2042,1608.25,433.75,2042,2042
29,target1,block2,10,49,worth,th,1,1925,1491.5,433.5,1925,1925
30,filler,block2,11,55,tense,tense,1,1813,1379.714286,433.2857143,1813,1813
23,filler,block3,19,95,deal,deal,1,1615,1181.75,433.25,1615,1615
4,target2,block2,9,43,foster,o,1,1622,1189.875,432.125,1622,1622
36,target1,block2,10,49,worth,th,1,2123,1691.25,431.75,2123,2123
34,target2,block4,28,138,sacks,no,1,1984,1552.857143,431.1428571,1984,1984
26,target2,block4,27,132,lack,no,1,1575,1144.25,430.75,1575,1575
25,target1,block4,32,159,some,s,1,1489,1058.875,430.125,1489,1489
7,target2,block1,5,21,foster,o,1,1733,1303.666667,429.3333333,1733,1733
34,target2,block1,8,39,pot,o,1,2449,2019.857143,429.1428571,2449,2449
6,target2,block4,28,136,stamp,no,0,1201,772.125,428.875,1201,1201
5,target2,block2,10,47,pot,o,1,1929,1500.75,428.25,1929,1929
20,target1,block1,4,19,myth,th,1,1814,1385.857143,428.1428571,1814,1814
36,target1,block3,23,114,worse,s,0,2036,1608.25,427.75,2036,2036
22,target1,block4,27,131,thumb,th,1,1405,977.5,427.5,1405,1405
20,target2,block4,31,153,rat,no,1,1657,1229.75,427.25,1657,1657
26,target1,block4,25,124,faith,th,1,1571,1144.25,426.75,1571,1571
6,target2,block4,32,158,lack,no,0,1198,772.125,425.875,1198,1198
26,target2,block1,3,13,pat,no,1,1747,1321.375,425.625,1747,1747
8,target2,block1,7,32,cap,no,1,1574,1149.25,424.75,1574,1574
24,target1,block2,12,59,thought,th,1,1989,1564.375,424.625,1989,1989
6,target1,block3,20,99,worse,s,1,1210,785.375,424.625,1210,1210
3,filler,block1,2,10,leak,leak,1,1631,1206.5,424.5,1631,1631
35,filler,block4,28,140,meet,meet,1,1463,1039.142857,423.8571429,1463,1463
36,target2,block2,12,58,map,no,0,2115,1691.25,423.75,2115,2115
9,target1,block4,28,137,mass,s,1,1760,1338.375,421.625,1760,1760
15,target2,block1,1,2,black,no,1,1678,1257,421,1678,1678
18,target1,block4,32,159,some,s,1,1557,1136.25,420.75,1557,1557
35,target2,block3,23,113,pot,o,1,1358,938.1428571,419.8571429,1358,1358
17,target2,block1,8,36,battle,no,1,1501,1082.125,418.875,1501,1501
8,target2,block2,12,56,battle,no,0,1568,1149.25,418.75,1568,1568
37,target2,block4,28,138,sacks,no,1,1830,1411.333333,418.6666667,1830,1830
13,target1,block3,21,104,growth,th,1,1655,1237.125,417.875,1655,1655
30,target1,block4,26,129,forth,th,1,1834,1417.125,416.875,1834,1834
36,filler,block4,27,135,resign,resign,1,1425,1010,415,1425,1425
19,filler,block3,17,85,froze,froze,1,1570,1156.75,413.25,1570,1570
25,filler,block4,32,160,post,post,1,1471,1058.875,412.125,1471,1471
7,target1,block1,6,29,miss,s,1,1715,1303.666667,411.3333333,1715,1715
20,target1,block3,22,107,sigh,s,1,1657,1246.375,410.625,1657,1657
13,target1,block1,3,14,sigh,s,0,1824,1414,410,1824,1824
2,target1,block4,31,151,face,s,1,1501,1091.25,409.75,1501,1501
14,filler,block1,2,10,leak,leak,1,1783,1373.5,409.5,1783,1783
8,target2,block3,23,112,cop,o,1,1461,1052.25,408.75,1461,1461
20,target1,block2,14,68,sought,s,1,1792,1385.857143,406.1428571,1792,1792
5,target2,block4,27,132,lack,no,1,1551,1145.857143,405.1428571,1551,1551
21,target1,block3,24,116,theme,th,0,1646,1241.625,404.375,1646,1646
37,target1,block3,17,83,myth,th,1,2107,1704.125,402.875,2107,2107
21,target1,block4,30,148,thing,th,1,1919,1516.25,402.75,1919,1919
26,target1,block1,8,37,sigh,s,1,1724,1321.375,402.625,1724,1724
21,filler,block1,2,10,leak,leak,1,1926,1523.428571,402.5714286,1926,1926
4,filler,block1,2,10,leak,leak,1,1590,1189.875,400.125,1590,1590
16,target2,block4,31,152,socks,o,1,1608,1210.5,397.5,1608,1608
35,target1,block1,6,26,growth,th,1,1970,1573.285714,396.7142857,1970,1970
1,target1,block3,17,82,sigh,s,0,1531,1134.625,396.375,1531,1531
26,target1,block3,20,99,worse,s,1,1657,1260.625,396.375,1657,1657
1,target1,block4,32,159,some,s,1,1441,1044.625,396.375,1441,1441
27,target1,block2,14,67,think,th,1,1711,1315.625,395.375,1711,1711
24,target1,block2,16,79,theme,th,1,1958,1564.375,393.625,1958,1958
22,filler,block4,25,125,beat,beat,1,1371,977.5,393.5,1371,1371
29,target2,block4,29,141,rack,no,1,1732,1339.75,392.25,1732,1732
22,filler,block1,6,30,male,male,1,1570,1177.875,392.125,1570,1570
15,target2,block1,7,33,map,no,1,1649,1257,392,1649,1649
13,target2,block2,10,48,bond,o,1,1806,1414,392,1806,1806
2,target1,block4,31,154,sin,s,1,1483,1091.25,391.75,1483,1483
9,target2,block4,32,158,lock,o,1,1730,1338.375,391.625,1730,1730
5,filler,block1,1,5,fell,fell,1,1891,1500.75,390.25,1891,1891
14,target1,block4,26,126,mouse,s,1,1733,1343.75,389.25,1733,1733
12,target2,block2,11,54,cap,no,0,2107,1718.125,388.875,2107,2107
11,filler,block4,31,155,fold,fold,1,1796,1407.5,388.5,1796,1796
19,filler,block3,23,115,men,men,1,1545,1156.75,388.25,1545,1545
4,target1,block1,3,14,sigh,s,0,1578,1189.875,388.125,1578,1578
16,target2,block1,3,11,cop,o,1,1746,1358,388,1746,1746
8,target1,block3,22,109,sought,s,1,1440,1052.25,387.75,1440,1440
35,target2,block1,2,7,faster,no,1,1960,1573.285714,386.7142857,1960,1960
5,target1,block1,3,12,pass,s,1,1887,1500.75,386.25,1887,1887
30,target2,block4,30,146,box,o,1,1803,1417.125,385.875,1803,1803
2,target1,block4,32,156,mouth,th,1,1477,1091.25,385.75,1477,1477
1,target1,block1,2,6,theme,th,1,1595,1209.875,385.125,1595,1595
23,target2,block3,24,119,battle,no,1,1566,1181.75,384.25,1566,1566
32,target2,block1,8,39,pot,o,1,1878,1495.25,382.75,1878,1878
21,target2,block2,12,56,battle,no,0,1906,1523.428571,382.5714286,1906,1906
21,filler,block2,13,65,cheek,cheek,1,1906,1523.428571,382.5714286,1906,1906
15,target2,block1,6,27,bond,o,1,1638,1257,381,1638,1638
18,target2,block1,8,36,battle,no,1,1428,1047.25,380.75,1428,1428
29,target2,block4,31,153,rot,o,0,1720,1339.75,380.25,1720,1720
2,target1,block3,21,104,growth,th,1,1573,1193.125,379.875,1573,1573
3,target2,block3,24,119,battle,no,1,1428,1049,379,1428,1428
36,target1,block4,26,129,force,s,0,1389,1010,379,1389,1389
36,target2,block3,18,87,cap,no,1,1986,1608.25,377.75,1986,1986
15,target2,block2,13,61,faster,no,1,1633,1257,376,1633,1633
22,target2,block4,32,158,lock,o,1,1353,977.5,375.5,1353,1353
24,target1,block4,29,144,math,th,1,1885,1509.875,375.125,1885,1885
32,target1,block4,25,122,sing,s,1,1381,1005.875,375.125,1381,1381
26,target1,block2,11,51,seem,s,1,1695,1321.375,373.625,1695,1695
11,filler,block1,3,15,tick,tick,1,1793,1419.571429,373.4285714,1793,1793
21,target1,block3,22,109,sought,s,1,1615,1241.625,373.375,1615,1615
4,target2,block4,26,127,rock,o,1,1460,1087.25,372.75,1460,1460
28,target2,block4,25,123,tap,no,1,2071,1698.428571,372.5714286,2071,2071
3,target1,block2,15,71,path,th,0,1579,1206.5,372.5,1579,1579
13,target1,block2,10,46,growth,th,0,1786,1414,372,1786,1786
18,target2,block2,11,52,bad,no,1,1419,1047.25,371.75,1419,1419
23,target1,block2,14,67,think,th,1,1736,1364.625,371.375,1736,1736
4,filler,block4,28,140,meet,meet,1,1458,1087.25,370.75,1458,1458
20,target1,block1,7,34,worse,s,1,1756,1385.857143,370.1428571,1756,1756
5,target2,block4,28,138,sacks,no,1,1516,1145.857143,370.1428571,1516,1516
28,filler,block4,25,125,beat,beat,1,2068,1698.428571,369.5714286,2068,2068
11,target2,block3,22,108,bottle,o,1,1523,1153.571429,369.4285714,1523,1523
17,target2,block1,3,13,pat,no,1,1451,1082.125,368.875,1451,1451
4,target2,block4,25,121,backs,no,1,1456,1087.25,368.75,1456,1456
35,filler,block1,1,5,fell,fell,1,1942,1573.285714,368.7142857,1942,1942
30,target1,block1,3,14,thigh,th,1,1748,1379.714286,368.2857143,1748,1748
32,target2,block3,23,112,cop,o,1,1379,1011.375,367.625,1379,1379
9,target2,block4,27,134,rot,o,1,1706,1338.375,367.625,1706,1706
19,target1,block1,3,14,sigh,s,0,1892,1524.75,367.25,1892,1892
13,target1,block4,30,147,sick,s,0,1730,1363,367,1730,1730
21,target1,block3,23,114,worse,s,0,1608,1241.625,366.375,1608,1608
19,target2,block4,27,134,rot,o,1,1661,1295.75,365.25,1661,1661
15,filler,block2,16,80,devise,devise,1,1622,1257,365,1622,1622
12,target1,block1,4,16,growth,th,0,2083,1718.125,364.875,2083,2083
28,target2,block1,4,18,mop,o,1,2179,1814.25,364.75,2179,2179
33,target1,block3,22,109,sought,s,1,1226,861.875,364.125,1226,1226
13,filler,block3,17,85,froze,froze,1,1601,1237.125,363.875,1601,1601
12,target1,block3,21,104,growth,th,1,1752,1388.25,363.75,1752,1752
26,target1,block2,13,64,growth,th,1,1685,1321.375,363.625,1685,1685
16,target2,block3,21,101,band,no,1,1445,1081.625,363.375,1445,1445
17,target2,block4,29,141,rack,no,1,1999,1635.857143,363.1428571,1999,1999
15,target2,block2,10,48,bond,o,1,1620,1257,363,1620,1620
8,target1,block1,7,31,sought,s,1,1512,1149.25,362.75,1512,1512
8,target2,block3,19,92,pat,no,1,1415,1052.25,362.75,1415,1415
24,target2,block1,4,17,bod,o,1,1927,1564.375,362.625,1927,1927
15,target2,block3,24,119,battle,no,1,1480,1118.142857,361.8571429,1480,1480
8,target1,block1,1,1,thought,th,1,1511,1149.25,361.75,1511,1511
25,target1,block1,2,6,theme,th,1,1659,1298,361,1659,1659
12,target2,block4,28,138,sacks,no,1,1792,1431,361,1792,1792
35,target2,block4,30,149,hat,no,1,1400,1039.142857,360.8571429,1400,1400
29,filler,block3,17,85,froze,froze,1,1667,1307.142857,359.8571429,1667,1667
35,target2,block3,24,119,battle,no,1,1298,938.1428571,359.8571429,1298,1298
9,target2,block4,26,128,hot,o,1,1698,1338.375,359.625,1698,1698
33,filler,block1,3,15,tick,tick,1,1662,1303,359,1662,1662
22,target1,block3,24,118,pass,s,1,1228,870.25,357.75,1228,1228
2,target1,block1,3,14,thigh,th,1,1604,1247.375,356.625,1604,1604
9,target2,block4,29,141,rack,no,1,1694,1338.375,355.625,1694,1694
33,filler,block1,2,10,leak,leak,1,1658,1303,355,1658,1658
22,target2,block4,27,134,rot,o,1,1332,977.5,354.5,1332,1332
26,target1,block3,18,86,gross,s,1,1615,1260.625,354.375,1615,1615
29,target2,block4,25,121,backs,no,1,1694,1339.75,354.25,1694,1694
3,filler,block4,25,125,beat,beat,1,1252,898.5,353.5,1252,1252
30,target1,block1,7,31,sought,s,1,1733,1379.714286,353.2857143,1733,1733
15,target1,block4,31,151,faith,th,0,1620,1266.75,353.25,1620,1620
15,target1,block2,12,57,miss,s,1,1610,1257,353,1610,1610
12,target1,block2,13,62,worth,th,0,2070,1718.125,351.875,2070,2070
29,target2,block2,11,52,bad,no,1,1843,1491.5,351.5,1843,1843
22,target2,block1,2,9,band,no,1,1529,1177.875,351.125,1529,1529
22,target1,block4,26,126,mouse,s,1,1328,977.5,350.5,1328,1328
24,target2,block3,21,101,band,no,1,1781,1431.25,349.75,1781,1781
17,filler,block1,2,10,leak,leak,1,1431,1082.125,348.875,1431,1431
2,target1,block3,17,82,sigh,s,0,1542,1193.125,348.875,1542,1542
32,target1,block4,30,147,thick,th,1,1354,1005.875,348.125,1354,1354
3,target1,block3,18,86,growth,th,0,1396,1049,347,1396,1396
3,target2,block2,12,56,bottle,o,1,1553,1206.5,346.5,1553,1553
30,target2,block2,10,48,bond,o,1,1726,1379.714286,346.2857143,1726,1726
13,filler,block2,13,65,cheek,cheek,1,1760,1414,346,1760,1760
18,target2,block1,1,2,black,no,1,1393,1047.25,345.75,1393,1393
25,target2,block3,22,108,battle,no,0,1693,1347.375,345.625,1693,1693
16,target1,block2,16,79,theme,th,1,1703,1358,345,1703,1703
20,target1,block3,18,88,think,th,0,1591,1246.375,344.625,1591,1591
1,target1,block2,9,42,think,th,0,1554,1209.875,344.125,1554,1554
29,target2,block3,18,89,black,no,1,1651,1307.142857,343.8571429,1651,1651
25,target2,block4,28,138,sacks,no,1,1402,1058.875,343.125,1402,1402
23,target2,block4,26,128,hot,o,1,1425,1082,343,1425,1425
33,target2,block4,28,138,sacks,no,1,1393,1050.125,342.875,1393,1393
35,target1,block3,20,99,worth,th,0,1281,938.1428571,342.8571429,1281,1281
36,target2,block4,28,138,sacks,no,1,1352,1010,342,1352,1352
2,target2,block4,28,136,stamp,no,0,1433,1091.25,341.75,1433,1433
31,target2,block1,6,27,bond,o,1,1945,1603.875,341.125,1945,1945
28,filler,block3,23,115,men,men,1,2012,1672.285714,339.7142857,2012,2012
25,target2,block3,23,112,cop,o,1,1687,1347.375,339.625,1687,1687
3,target1,block1,8,37,sigh,s,1,1546,1206.5,339.5,1546,1546
11,target2,block4,30,149,hat,no,1,1747,1407.5,339.5,1747,1747
16,filler,block3,18,90,hey,hey,1,1421,1081.625,339.375,1421,1421
8,filler,block1,4,20,core,core,1,1488,1149.25,338.75,1488,1488
36,target1,block3,17,82,sigh,s,0,1947,1608.25,338.75,1947,1947
23,target1,block3,18,88,think,th,0,1520,1181.75,338.25,1520,1520
34,filler,block2,14,70,fool,fool,1,2358,2019.857143,338.1428571,2358,2358
33,filler,block4,29,145,name,name,1,1388,1050.125,337.875,1388,1388
24,target1,block4,29,142,force,s,1,1847,1509.875,337.125,1847,1847
14,target1,block2,10,49,worth,th,1,1710,1373.5,336.5,1710,1710
28,filler,block4,30,150,dime,dime,1,2034,1698.428571,335.5714286,2034,2034
36,target1,block3,24,116,seem,s,1,1943,1608.25,334.75,1943,1943
6,target2,block1,3,13,pat,no,1,1612,1278.75,333.25,1612,1612
6,target1,block2,9,44,path,th,1,1612,1278.75,333.25,1612,1612
33,target1,block4,27,131,thumb,th,1,1383,1050.125,332.875,1383,1383
1,target1,block4,28,139,thin,th,1,1376,1044.625,331.375,1376,1376
37,target2,block1,1,3,bottle,o,1,2086,1755.25,330.75,2086,2086
10,filler,block2,9,45,buy,buy,1,1725,1394.875,330.125,1725,1725
32,target1,block2,10,49,worse,s,0,1825,1495.25,329.75,1825,1825
36,target2,block3,24,119,battle,no,1,1938,1608.25,329.75,1938,1938
11,target1,block1,4,19,myth,th,1,1748,1419.571429,328.4285714,1748,1748
19,target1,block3,24,118,pass,s,1,1485,1156.75,328.25,1485,1485
12,filler,block4,30,150,dime,dime,1,1759,1431,328,1759,1759
35,target2,block4,29,141,rack,no,1,1367,1039.142857,327.8571429,1367,1367
23,target2,block3,22,108,battle,no,0,1508,1181.75,326.25,1508,1508
21,target2,block1,3,13,pat,no,1,1849,1523.428571,325.5714286,1849,1849
20,filler,block4,25,125,beat,beat,1,1555,1229.75,325.25,1555,1555
31,target2,block1,7,32,cap,no,1,1929,1603.875,325.125,1929,1929
35,target1,block4,29,142,force,s,1,1364,1039.142857,324.8571429,1364,1364
16,target1,block4,27,133,sick,s,1,1535,1210.5,324.5,1535,1535
15,target1,block3,17,82,thigh,th,1,1442,1118.142857,323.8571429,1442,1442
4,target2,block4,27,134,rot,o,1,1411,1087.25,323.75,1411,1411
36,target1,block4,27,133,thick,th,0,1333,1010,323,1333,1333
5,target2,block1,5,24,block,o,1,1822,1500.75,321.25,1822,1822
5,target1,block3,24,116,seem,s,1,1371,1049.875,321.125,1371,1371
8,target1,block4,32,156,mouth,th,1,1258,937.875,320.125,1258,1258
9,filler,block2,11,55,tense,tense,1,1691,1371.375,319.625,1691,1691
3,target1,block4,32,159,some,s,1,1218,898.5,319.5,1218,1218
19,target1,block1,5,22,seem,s,1,1844,1524.75,319.25,1844,1844
3,target1,block2,9,44,pass,s,0,1525,1206.5,318.5,1525,1525
24,target2,block4,30,149,hat,no,1,1828,1509.875,318.125,1828,1828
17,filler,block3,18,90,hey,hey,1,1417,1099,318,1417,1417
37,target2,block4,31,152,socks,o,1,1729,1411.333333,317.6666667,1729,1729
6,target1,block4,31,154,thin,th,0,1089,772.125,316.875,1089,1089
6,target1,block3,19,94,path,th,1,1102,785.375,316.625,1102,1102
23,target1,block4,32,159,some,s,1,1397,1082,315,1397,1397
4,target2,block4,32,158,lock,o,1,1402,1087.25,314.75,1402,1402
6,filler,block1,1,5,fell,fell,1,1593,1278.75,314.25,1593,1593
15,target2,block3,17,81,bod,o,1,1432,1118.142857,313.8571429,1432,1432
23,target2,block1,2,7,faster,no,1,1678,1364.625,313.375,1678,1678
6,target1,block1,5,22,seem,s,1,1592,1278.75,313.25,1592,1592
36,target1,block4,30,147,sick,s,0,1323,1010,313,1323,1323
29,filler,block1,4,20,core,core,1,1804,1491.5,312.5,1804,1804
3,filler,block1,1,5,fell,fell,1,1518,1206.5,311.5,1518,1518
16,target1,block4,27,131,thumb,th,1,1521,1210.5,310.5,1521,1521
31,target1,block3,23,111,think,th,1,1754,1444.142857,309.8571429,1754,1754
32,target2,block2,12,58,map,no,0,1805,1495.25,309.75,1805,1805
22,target1,block3,19,91,thought,th,1,1180,870.25,309.75,1180,1180
9,filler,block3,23,115,men,men,1,1690,1382,308,1690,1690
33,target2,block4,26,128,hot,o,1,1358,1050.125,307.875,1358,1358
31,target1,block1,1,4,think,th,1,1911,1603.875,307.125,1911,1911
2,target2,block1,8,36,battle,no,1,1554,1247.375,306.625,1554,1554
21,target1,block3,18,86,gross,s,1,1547,1241.625,305.375,1547,1547
22,target1,block3,19,94,pass,s,0,1175,870.25,304.75,1175,1175
16,target2,block1,7,33,map,no,1,1662,1358,304,1662,1662
13,target1,block2,11,51,seem,s,1,1718,1414,304,1718,1718
1,filler,block1,4,20,core,core,1,1513,1209.875,303.125,1513,1513
4,filler,block1,4,20,core,core,1,1493,1189.875,303.125,1493,1493
5,target1,block3,19,91,thought,th,1,1353,1049.875,303.125,1353,1353
16,target1,block2,12,59,thought,th,1,1661,1358,303,1661,1661
7,target1,block3,21,104,growth,th,1,1367,1064,303,1367,1367
37,target2,block1,2,7,faster,no,1,2058,1755.25,302.75,2058,2058
21,filler,block1,6,30,male,male,1,1826,1523.428571,302.5714286,1826,1826
5,target1,block4,30,148,thing,th,1,1448,1145.857143,302.1428571,1448,1448
12,filler,block4,31,155,fold,fold,1,1733,1431,302,1733,1733
10,target1,block4,28,137,mass,s,1,1712,1410.571429,301.4285714,1712,1712
25,target1,block4,28,137,mass,s,1,1360,1058.875,301.125,1360,1360
9,target1,block1,3,12,pass,s,1,1672,1371.375,300.625,1672,1672
3,target1,block2,14,67,think,th,1,1507,1206.5,300.5,1507,1507
15,filler,block4,25,125,beat,beat,1,1567,1266.75,300.25,1567,1567
31,target1,block2,15,74,sigh,s,0,1904,1603.875,300.125,1904,1904
34,filler,block3,24,120,pention,pention,1,2195,1895.125,299.875,2195,2195
7,target2,block3,20,97,foster,o,1,1362,1064,298,1362,1362
15,target1,block1,2,6,theme,th,1,1554,1257,297,1554,1554
31,filler,block4,31,155,fold,fold,1,1924,1627.166667,296.8333333,1924,1924
27,target1,block4,25,122,sing,s,1,1889,1592.428571,296.5714286,1889,1889
8,target2,block1,3,13,pat,no,1,1445,1149.25,295.75,1445,1445
9,target1,block4,29,142,force,s,1,1634,1338.375,295.625,1634,1634
14,target2,block4,25,121,backs,no,1,1638,1343.75,294.25,1638,1638
17,target1,block2,14,68,thought,th,0,1376,1082.125,293.875,1376,1376
8,target2,block1,1,2,black,no,1,1443,1149.25,293.75,1443,1443
13,target1,block3,19,94,path,th,1,1530,1237.125,292.875,1530,1530
2,target2,block4,25,123,tap,no,1,1384,1091.25,292.75,1384,1384
18,target2,block4,32,158,lock,o,1,1429,1136.25,292.75,1429,1429
21,target1,block2,16,79,theme,th,1,1816,1523.428571,292.5714286,1816,1816
25,target1,block1,1,4,sink,s,0,1590,1298,292,1590,1590
36,target1,block3,18,88,think,th,0,1900,1608.25,291.75,1900,1900
23,target2,block4,28,136,stamp,no,0,1373,1082,291,1373,1373
19,filler,block4,28,140,meet,meet,1,1586,1295.75,290.25,1586,1586
23,target1,block3,21,102,miss,s,1,1471,1181.75,289.25,1471,1471
17,target1,block1,6,29,miss,s,1,1371,1082.125,288.875,1371,1371
3,target1,block4,29,142,forth,th,0,1187,898.5,288.5,1187,1187
20,target1,block1,1,1,thought,th,1,1674,1385.857143,288.1428571,1674,1674
9,target2,block1,1,2,black,no,1,1659,1371.375,287.625,1659,1659
5,filler,block4,26,130,hall,hall,1,1433,1145.857143,287.1428571,1433,1433
16,filler,block2,13,65,cheek,cheek,1,1645,1358,287,1645,1645
36,filler,block1,3,15,tick,tick,1,1978,1691.25,286.75,1978,1978
37,filler,block3,17,85,froze,froze,1,1989,1704.125,284.875,1989,1989
24,target1,block3,22,109,sought,s,1,1716,1431.25,284.75,1716,1716
13,target2,block1,3,11,cap,no,0,1698,1414,284,1698,1698
17,target1,block3,20,96,seem,s,0,1383,1099,284,1383,1383
2,target1,block4,26,129,forth,th,1,1373,1091.25,281.75,1373,1373
21,target2,block4,27,134,rot,o,1,1798,1516.25,281.75,1798,1798
27,filler,block1,1,5,fell,fell,1,1597,1315.625,281.375,1597,1597
15,target1,block2,16,79,theme,th,1,1538,1257,281,1538,1538
1,filler,block2,13,65,cheek,cheek,1,1489,1209.875,279.125,1489,1489
23,target2,block4,28,138,sacks,no,1,1361,1082,279,1361,1361
3,target2,block4,27,132,lack,no,1,1177,898.5,278.5,1177,1177
33,target1,block3,19,91,thought,th,1,1140,861.875,278.125,1140,1140
6,target2,block4,26,127,rock,o,1,1050,772.125,277.875,1050,1050
30,filler,block1,7,35,guest,guest,1,1657,1379.714286,277.2857143,1657,1657
21,target1,block3,21,102,myth,th,0,1518,1241.625,276.375,1518,1518
19,target1,block1,2,6,theme,th,1,1797,1524.75,272.25,1797,1797
15,target2,block4,27,132,lack,no,1,1539,1266.75,272.25,1539,1539
32,target2,block4,25,121,backs,no,1,1278,1005.875,272.125,1278,1278
23,filler,block3,24,120,pention,pention,1,1453,1181.75,271.25,1453,1453
28,filler,block2,16,80,devise,devise,1,2085,1814.25,270.75,2085,2085
8,target1,block3,22,107,sigh,s,1,1323,1052.25,270.75,1323,1323
26,target1,block4,31,154,sin,s,1,1415,1144.25,270.75,1415,1415
